43739795|Humans|D006801|43327867|CT|Forced Humans: people|TI|MM;RC
43740095|*Herbicides|D006540|710|MH|RtM via: Herbicides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:herbicides|TI|MM|2101^10^0;880^10^0
43740095|*Consciousness|D003243|1401|MH|RtM via: Conscious|TI|MM|138^9^0
43740095|*Alien|D054242|1086|ET|Entry Term Replacement for "Emigrants and Immigrants";RtM via: Aliens|TI|MM|1025^5^0;751^5^0;533^5^0;187^5^0
43740095|*Lepidoptera|D007915|999|MH|RtM via: Telles|TI|MM|1342^6^0
43740095|*Aspirations, Psychological|D001240|819|MH|RtM via: ambition|TI|MM|711^9^0
43740095|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2543^3^0
42609189|*Forestry|D016468|2734|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|953^8^0
42609189|*Trees|D014197|1994|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|267^5^0;152^5^0;39^5^0
42609189|Plant Breeding|D000069600|1303|MH|Replacement of Breeding Plants Found||MM
42609189|*Socioeconomic Factors|D012959|600|MH|RtM via: ascribed status|TI|MM|126^8^0
42609189|*Biological Phenomena|D001686|588|MH|RtM via: Tissue Growth|TI|MM|690^5^0
42609189|*Oils, Volatile|D009822|342|MH|RtM via: Oils, Volatile|TI|MM|1442^8^0
42609189|*Plant Disease|D010935|321|ET|Entry Term Replacement for "Plant Diseases";RtM via: Plant Diseases|TI|MM|576^7^1;593^6^1
43740345|*Social Ecology|D012931|1395|ET|Entry Term Replacement for "Social Environment";RtM via: Social Ecology|TI|MM|430^10^1;442^6^1
43740345|*Drive|D004328|705|MH|RtM via: Initiative|TI|MM|223^10^0
43740345|India|D007194|468|MH|RtM via: India;Forced Non-Leaf Node Lookup:india|TI|MM|2186^5^0;31^5^0
43740345|*Biodiversity|D044822|144|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM|82^12^0
42609314|*Forestry|D016468|2038|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|653^8^0;151^8^0;100^8^0
42609314|*Conservation of Natural Resources|D003247|343|MH|Forced Leaf Node Lookup:deforestation|TI|MM|52^13^0;288^13^0;576^13^0
42609314|*Face|D005145|780|MH|RtM via: Face|TI|MM|1380^4^0
42609314|*Physical Phenomena|D055585|534|MH|RtM via: Energy, Physics|TI|MM|610^6^0
42609314|*Forest|D065928|459|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|697^6^0;197^6^0
42609314|*Marital Status|D017533|438|MH|RtM via: Engaged to be married|TI|MM|1557^7^0
43739811|*Conservation of Natural Resources|D003247|338|MH|Forced Leaf Node Lookup:deforestation|TI|MM|281^13^0;1257^13^0
43739811|Jamaica|D007563|338|MH|RtM via: Jamaica;Forced Leaf Node Lookup:jamaica|TI|MM|3059^7^0;2675^7^0;885^7^0;555^7^0
43739811|*Policies|D057766|1587|ET|Entry Term Replacement for "Policy";RtM via: Policy;Forced Non-Leaf Node Lookup:policies|TI|MM|93^8^0
43739811|*Hydrology|D062070|822|MH|RtM via: Hydrology|TI|MM|789^12^0
43739811|*Forests|D065928|252|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|847^6^0;743^6^0;661^6^0;500^6^0;125^6^0;202^7^0;29^6^0
43739811|United Nations|D014480|1000|MH|Forced Non-Leaf Node Lookup:un||MM|168^2^0;1010^2^0;1299^2^0;1538^2^0;1828^2^0;1956^2^0;2359^2^0;2696^2^0;2808^2^0;2825^2^0;2961^2^0
24310501|Humans|D006801|476282344|CT|Forced Humans: people;Forced Humans: women|TI|MM;RC
24310501|Female|D005260|476282344|CT|CT Text Lookup: women|TI|MM;RC|670^5^0
24310501|variacin|C099477|38672282|NM|RtM via: variacin;Forced SCR Leaf Node Lookup:variacin|TI|MM|2520^8^0
24310501|*Poverty|D011203|19337036|MH|RtM via: Poverty;Forced Leaf Node Lookup:poverty|TI|MM|823^7^0
24310501|*Rural Population|D012424|19336283|MH|RtM via: Rural Communities;Forced Leaf Node Lookup:rural communities|TI|MM|139^17^0
24310501|*Food Security|D000082302|19335701|MH|RtM via: Food Security;Forced New Lookup:food security|TI|MM|847^13^0
24310501|*Bacteriocins|D001430|38672281|HM|RtM via: variacin|TI|MM|2520^8^0
24310501|Carcinoma, Hepatocellular|D006528|639176|MH|||RC
24310501|Liver Neoplasms|D008113|475681|MH|Neoplasm Coordination Rule: Carcinoma, Hepatocellular||MM;RC
24310501|Africa, Central|D000350|3|MH|RtM via: Africa, Central;Forced Non-Leaf Node Lookup:central africa|TI|MM|209^14^0
42609208|Animals|D000818|4399|CT|Lepidoptera;CT Treecode Lookup: B01.050.500.131 (Lepidoptera)||MM;RC
42609208|*Forestry|D016468|2806|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|226^8^0
42609208|Japan|D007564|1532|MH|Forced Leaf Node Lookup:japanese|TI|MM|217^8^0;247^8^0;621^8^0;21^5^0
42609208|*Conifers|D064028|1480|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;checkForceMH Boosted|TI|MM|630^10^0;111^10^0
42609208|*Policies|D057766|1836|ET|Entry Term Replacement for "Policy";RtM via: Policy;Forced Non-Leaf Node Lookup:policies|TI|MM|465^8^0
42609208|*Government|D006076|1587|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM|454^10^0
42609208|*Lepidoptera|D007915|861|MH|RtM via: Problema|TI|MM|2328^8^0
42609208|*Cycadopsida|D032462|642|MH|RtM via: Division Coniferophyta (organism)|TI|MM|630^10^0;111^10^0
42609208|*Forests|D065928|606|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|38^7^0
42609208|*Commerce|D003132|525|MH|RtM via: Commerce;Forced Non-Leaf Node Lookup:commerce|TI|MM|898^8^0
42609371|*Fertilizers|D005308|15148|MH|RtM via: Fertilizers;Forced Leaf Node Lookup:fertilizers;checkForceMH Boosted|TI|MM;RC|155^10^0
42609371|*Triticum|D014908|10963|MH|RtM via: Triticum;RtM via: Triticum aestivum;RtM via: Wheat (Dietary);RtM via: Wheat - grass (plant);Forced Leaf Node Lookup:wheat;checkForceMH Boosted|TI|MM;RC|133^5^0
42609371|*Trees|D014197|9205|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM;RC|240^4^0
42609371|*Acacia|D000045|7687|MH|RtM via: Acacia nilotica;RtM via: Acacia ampliceps;Forced Leaf Node Lookup:acacias;checkForceMH Boosted|TI|MM;RC|254^15^0;330^16^0
42609371|Pakistan|D010154|1562|MH|RtM via: Pakistan;Forced Leaf Node Lookup:pakistan|TI|MM|396^8^0
42609371|*Combretaceae|D029764|1935|MH|RtM via: Conocarpus lancifolius|TI|MM;RC|281^22^0
42609371|*Biological Phenomena|D001686|1119|MH|RtM via: Tissue Growth|TI|MM|529^6^0;210^6^0
43739300|Humans|D006801|22443826|CT|Forced Humans: people|TI|MM;RC
43739300|Animals|D000818|22443826|CT|Eagles;CT Treecode Lookup: B01.050.150.900.248 (Eagles)|TI|MM
43739300|*Trees|D014197|1801556|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|785^5^0
43739300|*Negotiating|D017008|1798508|MH|RtM via: Mediation;Forced Leaf Node Lookup:negotiations|TI|MM|2130^12^0;887^11^0
43739300|*Aegle|D045471|1797950|MH|RtM via: Aegle marmelos (plant);Forced Leaf Node Lookup:aegle marmelos;checkForceMH Boosted|TI|MM|3153^14^0
43739300|*Eagles|D020307|1797902|MH|RtM via: Eagle;Forced Leaf Node Lookup:eagles;checkForceMH Boosted|TI|MM|3140^5^0;1837^5^0;685^5^0
43739300|*Charcoal|D002606|1797824|MH|Forced Leaf Node Lookup:charbon;checkForceMH Boosted|TI|MM|1231^7^0
43739300|*Soil|D012987|900493|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|333^4^0
43739300|*Wood|D014934|900292|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|3146^4^0;1843^4^0;691^4^0
43739300|*Water|D014867|899368|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|2811^4^0;2617^4^0;426^5^0;305^5^0
43739300|Indonesia|D007214|898987|MH|RtM via: Indonesia;Forced Leaf Node Lookup:indonesia|TI|MM|2410^9^0;128^9^0
43739300|*Forest|D065928|3627|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|2404^3^0;2396^6^0;1150^3^0;114^6^0
43739300|*Defense Mechanisms|D003674|2403|MH|RtM via: Compensation as a Defense Mechanism;RtM via: Compensation as a General Biological Function|TI|MM|446^12^0
43739300|*Coal Mining|D003032|2178|MH|RtM via: Coal Mining|TI|MM|143^10^0
43739300|*Environmental Pollution|D004787|1713|MH|RtM via: Pollution|TI|MM|1399^9^0
43739300|*Air Pollution|D000397|1125|MH|RtM via: Air Pollution;Forced Non-Leaf Node Lookup:air pollutions|TI|MM|315^13^0
43739300|*Electricity|D004560|489|MH|RtM via: Electricity;Forced Non-Leaf Node Lookup:electricity|TI|MM|433^11^0
43739508|Basant|C546128|934|NM|RtM via: Basant;Forced SCR Leaf Node Lookup:basant|TI|MM|1131^6^0
43739508|*Goals|D006040|405|MH|Forced Leaf Node Lookup:goals|TI|MM|160^5^0
43739508|*Plant Preparations|D028321|933|HM|RtM via: Basant|TI|MM|1131^6^0
43739508|*Aggression|D000374|888|MH|RtM via: Butting|TI|MM|866^4^0
43739508|*Income|D007182|831|MH|RtM via: Income|TI|MM|294^6^0
43739508|*Policy|D057766|795|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|371^6^0
43739508|*Forest|D065928|93|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1257^5^0;1011^5^0;721^5^0;515^5^0;579^6^0;242^6^0;310^6^0
43739508|Attention|D001288|1000|MH|Forced Non-Leaf Node Lookup:attention||MM|1290^9^0
43739508|India|D007194|639|MH|RtM via: India|TI|MM|2455^5^0;1662^5^0;707^5^0;93^5^0
43740269|United States|D014481|4592|CT|RtM via: United States;United States Agency for International Development;CT Treecode Lookup: I01.409.418.750 (United States Agency for International Development);United States Agency for International Development;CT Treecode Lookup: N03.540.348.500.500 (United States Agency for International Development)|TI|MM;RC|1019^2^1;1151^1^1;1155^1^1;855^5^1;905^1^1;909^1^1;430^5^0;242^2^1;253^1^1;60^4^0
43740269|*Forestry|D016468|3592|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|686^8^0;160^8^0
43740269|*Program Development|D016730|2812|MH|RtM via: Program Development;Forced Leaf Node Lookup:programme development|TI|MM|638^21^0
43740269|*Sustainable Development|D000076502|2704|MH|RtM via: Sustainable Development;Forced Leaf Node Lookup:sustainable development|TI|MM|386^23^0
43740269|*United States Agency for International Development|D054702|2188|MH|RtM via: United States Agency for International Development;Forced Leaf Node Lookup:usaid|TI|MM|2592^5^0;2413^5^0;613^5^0;454^5^0;129^5^0;1012^5^0;1365^5^0;1551^5^0
43740269|*Government|D006076|2892|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM|439^10^0
43740269|*Internationality|D038622|1317|MH|RtM via: International Aspects|TI|MM|329^7^0;68^7^0
43740269|*Privatization|D011332|1239|MH|RtM via: Privatization|TI|MM|1191^13^0;317^11^0
43740269|*National Security|D012637|1140|ET|Entry Term Replacement for "Security Measures";RtM via: National Security;Forced Non-Leaf Node Lookup:national security|TI|MM|258^17^0
43740269|*Funds|D005376|1371|ET|Entry Term Replacement for "Financial Management";RtM via: Funds;Forced Non-Leaf Node Lookup:funds|TI|MM|632^5^0
43740269|*Forest|D065928|675|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|820^6^0
42609386|*Social Values|D012945|3093|MH|RtM via: Social Values;Forced Leaf Node Lookup:social values|TI|MM|1311^13^0;543^13^0;664^13^0
42609386|*Information Technology|D000073256|2373|MH|RtM via: Information Technology;Forced Leaf Node Lookup:information technologies|TI|MM|1034^24^0
42609386|*Consensus|D032921|1368|MH|RtM via: Consensus;Forced Leaf Node Lookup:consensus|TI|MM|1847^9^0;173^9^0
42609386|voglibose|C102817|1045|NM|RtM via: Basen;Forced SCR Leaf Node Lookup:basen|TI|MM|5350^5^0
42609386|*Forestry|D016468|1032|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|1403^8^0;1168^8^0
42609386|*Geographic Information Systems|D040362|864|MH|Forced Leaf Node Lookup:gis|TI|MM|1013^3^0;2804^3^0;4740^3^0
42609386|*Goals|D006040|864|MH|Forced Leaf Node Lookup:goals|TI|MM|278^5^0
42609386|*Intention|D033182|864|MH|Forced Leaf Node Lookup:intentions|TI|MM|2142^10^0
42609386|*Morals|D009014|2307|MH|RtM via: Morality;RtM via: Morals;Forced Non-Leaf Node Lookup:morals|TI|MM|4483^5^0;769^5^0
42609386|*Learning|D007858|1332|MH|RtM via: Learning|TI|MM|1517^8^0
42609386|*Social Communication|D003142|1239|ET|Entry Term Replacement for "Communication";RtM via: Social Communication;Forced Non-Leaf Node Lookup:social communications|TI|MM|1984^13^1;2018^6^1;308^20^0
42609386|*Organizations|D009938|1155|MH|RtM via: Organization administrative structures|TI|MM|1464^14^0
42609386|*Action Research|D006302|1065|ET|Entry Term Replacement for "Health Services Research";RtM via: Action Research;Forced Non-Leaf Node Lookup:action research|TI|MM|1638^15^0
42609386|*Morale|D009013|927|MH|RtM via: Morale;Forced Non-Leaf Node Lookup:morales|TI|MM|2535^6^0
43740337|Animals|D000818|3499|CT|Livestock;CT Treecode Lookup: B01.050.050 (Livestock);Ruminants;CT Treecode Lookup: B01.050.150.900.649.313.500 (Ruminants)|TI|MM
43740337|*Livestock|D058751|1986|MH|RtM via: Livestock;Forced Leaf Node Lookup:livestocks;checkForceMH Boosted|TI|MM|926^9^0;268^9^0
43740337|*Farms|D000072480|1374|MH|RtM via: Farming environment;Forced Leaf Node Lookup:farm|TI|MM|487^4^0
43740337|*Motivation|D009042|1152|MH|RtM via: Motivation;Forced Leaf Node Lookup:motivations|TI|MM|1652^10^0
43740337|*Policy|D057766|2499|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|860^6^0
43740337|*Natural Resources|D000067936|1650|MH|RtM via: Natural Resources|TI|MM|761^7^1;776^9^1;413^7^1;428^9^1
43740337|*Health Facilities|D006268|1392|MH|RtM via: Health care facility|TI|MM|871^13^0
43740337|*Technology|D013672|777|MH|RtM via: Technology|TI|MM|1923^12^0;837^12^0
43740337|*Ruminants|D012418|570|MH|RtM via: Ruminants;Forced Non-Leaf Node Lookup:ruminants|TI|MM|1309^9^0;344^9^0
43740337|*Forests|D065928|219|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|532^6^0;443^7^0;230^6^0
43740337|*Fodder|D000821|135|ET|Entry Term Replacement for "Animal Feed";RtM via: Fodder;Forced Non-Leaf Node Lookup:fodders|TI|MM|625^6^0;514^6^0;421^6^0;48^6^0;132^6^0;769^6^0
43740337|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1079^3^0
43740337|India|D007194|522|MH|RtM via: India|TI|MM|2126^5^0;74^5^0
43740162|China|D002681|3843|MH|RtM via: China;Geo Lookup:shanghai;Forced Non-Leaf Node Lookup:china|TI;AB|MM;RC|3045^5^0;2855^5^0;2794^5^0;2559^5^0;2376^6^0;2281^5^0;2120^6^0;873^5^0;699^5^0;443^5^0;235^5^0;51^5^0;275^5^0;627^5^0
43740162|*Tornadoes|D055869|760|MH|RtM via: Tornadoes;Forced Leaf Node Lookup:tornados|TI|MM|2985^7^0
43740162|Asia|D001208|1680|MH|RtM via: Asian country;Forced Non-Leaf Node Lookup:asia|TI|MM|202^4^1;215^9^1;551^4^0
43740162|*Biological Phenomena|D001686|1074|MH|RtM via: Tissue Growth;RtM via: biologic segmentation|TI|MM|416^7^0;249^6^0;1069^12^0
43740162|Russia|D012426|552|MH|RtM via: Russia;Forced Non-Leaf Node Lookup:russia|TI|MM|957^6^0
43740162|*Commerce|D003132|486|MH|RtM via: Commerce;Forced Non-Leaf Node Lookup:commerce|TI|MM|2009^8^0;1835^8^0
43740162|*Forest|D065928|93|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|755^6^0;522^6^0;498^6^0;283^6^0;59^6^0
43740162|Oceans and Seas|D009792|1000|MH|Forced Non-Leaf Node Lookup:oceans||MM|653^5^0
43740162|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2518^3^0
43739429|United States|D014481|4142|CT|RtM via: United States;Forced Non-Leaf Node Lookup:united states|TI|MM;RC|256^13^0
43739429|*Trees|D014197|3142|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|777^5^0;498^5^0;409^5^0;839^5^0
43739429|*Pinus|D028223|1103|MH|RtM via: Pinus echinata;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM|1933^14^0;1197^14^0;956^14^0;360^14^0;130^14^0;113^15^0
43739429|*Conservation of Natural Resources|D003247|744|MH|RtM via: Natural regeneration|TI|MM|75^21^0
43739429|*Biological Phenomena|D001686|498|MH|RtM via: Tissue Growth|TI|MM|504^7^0;271^6^0;58^6^0
43739429|*Blood Coagulation Tests|D001780|276|MH|RtM via: Thrombin to Antithrombin Ratio Measurement;RtM via: Thrombin-antithrombin III complex Assay|TI|MM|1067^4^0
43739883|*Fruit|D005638|863|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|1276^6^0;376^5^0
43739883|Brazil|D001938|367|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM|1985^6^0;206^6^0
43739883|*Nuts|D009754|364|MH|Forced Leaf Node Lookup:nut|TI|MM|386^3^0
43739883|*Sports|D013177|918|MH|RtM via: Hunting|TI|MM|510^7^0
43739883|*Cyclophosphamide|D003520|564|MH|RtM via: cisplatin/cyclophosphamide/doxorubicin/teniposide protocol|TI|MM|1339^4^0
43739883|*Cisplatin|D002945|429|MH|RtM via: cisplatin/cyclophosphamide/doxorubicin/teniposide protocol|TI|MM|1339^4^0
43739883|*Forest|D065928|165|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1753^4^0;1550^4^0;753^4^0;589^4^0;439^6^0;99^6^0
43739883|Perception|D010465|1000|MH|Forced Non-Leaf Node Lookup:perception||MM|31^10^0;804^10^0
43740315|*Capacity Building|D057191|2987|MH|RtM via: Capacity Building;Forced Leaf Node Lookup:capacity building|TI|MM|799^17^0
43740315|*Leadership|D007857|1355|MH|RtM via: Leadership;Forced Leaf Node Lookup:leadership|TI|MM|575^10^0
43740315|*Forestry|D016468|917|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|209^8^0
43740315|*Data Management|D000079803|2037|MH|RtM via: Databases|TI|MM|1057^8^0
43740315|*Policy|D057766|1773|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|765^6^0
43740315|*Governments|D006076|1455|ET|Entry Term Replacement for "Government";RtM via: Government|TI|MM|377^10^0
43740315|*Interdisciplinary Studies|D058025|567|MH|RtM via: Interdisciplinary Studies|TI|MM|315^17^0
43739492|Humans|D006801|16128600|CT|Forced Humans: human;Forced Leaf Node Lookup:humans;checkForceMH Boosted|TI|MM;RC|332^5^0
43739492|*Forestry|D016468|647749|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM;RC|416^8^0
43739492|Congo|D003223|634699|MH|RtM via: Congo;Forced Leaf Node Lookup:congo|TI|MM;RC|141^5^0
43739492|*Capacity Building|D057191|634564|MH|RtM via: Capacity Building;Forced Leaf Node Lookup:capacity building|TI|MM|351^17^0
43739492|*Forest|D065928|2553|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|117^6^0
43739492|Conservation of Natural Resources|D003247|597|MH|||RC
43739492|*Material, Building|D003252|327|ET|Entry Term Replacement for "Construction Materials";RtM via: Construction Materials|TI|MM|342^8^1;360^8^1
43739492|*Biotechnology|D001709|279|MH|RtM via: Biotechnology;Forced Non-Leaf Node Lookup:biotechnology|TI|MM|398^13^0;51^13^0;167^13^0
42609348|*Forestry|D016468|23858|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM;RC|43^8^0
42609348|*Wood|D014934|5351|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM;RC|83^4^0
42609348|Japan|D007564|4093|MH|RtM via: Japan;Forced Leaf Node Lookup:japanese|TI|MM;RC|165^5^0;34^8^0;961^8^0
42609348|*Forests|D065928|11355|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|781^6^0;649^7^0;519^6^0;218^6^0;67^6^0
42609348|*Future|D005544|2700|ET|Entry Term Replacement for "Forecasting";RtM via: Projections and Predictions;RtM via: Future|TI|MM;RC|359^11^0;238^9^0;21^9^0;774^6^0
42609348|*Industry|D007221|1392|MH|RtM via: Industry|TI|MM|74^8^0
42609348|*Physiological Phenomena|D010829|447|MH|RtM via: biologic consumption|TI|MM|446^11^0;315^11^0;251^11^0;88^11^0
24310766|Humans|D006801|61890556|CT|Forced Humans: people|TI|MM;RC
24310766|Animals|D000818|61890556|CT|Livestock;CT Treecode Lookup: B01.050.050 (Livestock)||MM;RC
24310766|*Livestock|D058751|4975342|MH|RtM via: Livestock;Forced Leaf Node Lookup:livestocks;checkForceMH Boosted|TI|MM|345^9^0
24310766|*Floods|D055868|2487956|MH|RtM via: Floods;Forced Leaf Node Lookup:floods|TI|MM|252^6^0;184^5^0
24310766|Borneo|D001893|2487476|MH|RtM via: Borneo;Forced Leaf Node Lookup:borneo|TI|MM|2576^6^0;132^6^0
24310766|Indonesia|D007214|2487476|MH|RtM via: Indonesia;Forced Leaf Node Lookup:indonesia|TI|MM|2585^9^0;141^9^0
24310766|Wound Infection|D014946|111539|MH|||RC
24310766|Burns|D002056|46837|MH|||RC
24310766|*Herpes Zoster|D006562|5253|MH|RtM via: Herpes zoster disease|TI|MM|3079^5^0
24310766|*Touch|D014110|4479|MH|RtM via: Tactile;RtM via: Touch sensation|TI|MM|1910^7^0
24310766|*Employment|D004651|1239|MH|RtM via: In paid employment;Forced Non-Leaf Node Lookup:employment|TI|MM|465^15^0;470^10^0
24310766|*Adaptation, Psychological|D000223|831|MH|RtM via: Coping Behavior;Forced Non-Leaf Node Lookup:coping|TI|MM|391^6^0;51^4^0
24310766|*Forests|D065928|177|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1022^6^0;930^6^0;913^7^0;834^6^0;807^6^0;602^6^0;439^6^0;37^6^0
43739758|Pregnancy|D011247|3655|CT|Parity;CT Treecode Lookup: G08.686.784.769.472 (Parity)||MM;RC
43739758|Female|D005260|3655|CT|Parity;CT Treecode Lookup: G08.686.784.769.472 (Parity)||MM;RC
43739758|Humans|D006801|1000|CT|Forced Treecode Turn Back On: G08.686.784.769 (Pregnancy)||MM
43739758|*Forestry|D016468|2610|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|349^8^0;33^8^0
43739758|Indonesia|D007214|1365|MH|RtM via: Indonesians;Forced Leaf Node Lookup:indonesians|TI|MM|307^10^0;2115^9^0;21^9^0;565^9^0;683^9^0;2953^9^0
43739758|*Parity|D010298|2655|MH|RtM via: Parity|TI|MM;RC|3014^4^0;3154^4^0;2345^4^0
43739758|*Policy|D057766|1311|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|832^6^0
43739758|*Government|D006076|1206|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM|318^10^0
43739758|*Industries|D007221|651|ET|Entry Term Replacement for "Industry";RtM via: Industry|TI|MM|1079^10^0;143^10^0
43739758|*Forests|D065928|483|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|294^7^0;136^6^0
43739789|Brazil|D001938|15316|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM;RC|2750^6^0;617^6^0
43739789|methyl 2-O-alpha-rhamnopyranosyl-beta-galactopyranoside|C064410|2619|NM|RtM via: methyl 2-O-alpha-rhamnopyranosyl-beta-galactopyranoside;Forced SCR Leaf Node Lookup:merg|TI|MM|1109^4^0
43739789|*Disaccharides|D004187|2618|HM|RtM via: methyl 2-O-alpha-rhamnopyranosyl-beta-galactopyranoside|TI|MM|1109^4^0
43739789|*Surveys|D011795|2091|ET|Entry Term Replacement for "Surveys and Questionnaires";RtM via: Surveys|TI|MM;RC|596^7^0
43739789|*Governments|D006076|1611|ET|Entry Term Replacement for "Government";RtM via: Government|TI|MM|753^10^0;656^9^0;424^10^0;120^10^0
43739789|*Frailty|D000073496|1119|MH|RtM via: Weakness|TI|MM|58^8^0
43739789|*Public Policy|D011640|912|MH|RtM via: Public Policy;Forced Non-Leaf Node Lookup:public policies;Forced Non-Leaf Node Lookup:public policy|TI|MM|909^15^0;727^13^0
43739789|*Certification|D002568|312|MH|RtM via: Certification;Forced Non-Leaf Node Lookup:certifications|TI|MM|1875^13^0;1185^13^0;829^13^0;213^13^0
43739789|*Forest|D065928|66|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|970^6^0;460^6^0;84^6^0
42609326|Humans|D006801|1000|CT|Forced Humans:D Educational Personnel||MM
42609326|*Forestry|D016468|2212|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|200^8^0;262^8^0
42609326|*Government|D006076|1434|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM|393^10^0
42609326|*Educational Personnel|D000071195|1122|MH|RtM via: Teaching principal|TI|MM|2468^9^0
42609326|*Policy|D057766|948|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|209^6^0
42609326|*Societies|D012952|858|MH|RtM via: Societies|TI|MM|854^7^0
42609326|*Forests|D065928|459|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|729^6^0;556^6^0;447^7^0;72^6^0
42609326|Africa, Southern|D000353|564|MH|RtM via: Africa, Southern|TI|MM|104^15^0
43739830|Humans|D006801|2965|CT|Ethnic Groups;CT Treecode Lookup: M01.686 (Ethnic Groups)||MM;RC
43739830|Antigua and Barbuda|D000958|783|MH|Forced Leaf Node Lookup:antigua|TI|MM|3024^7^0
43739830|*Land Tenure|D012959|1854|ET|Entry Term Replacement for "Socioeconomic Factors";RtM via: Land Tenure;Forced Non-Leaf Node Lookup:land tenure|TI|MM|354^11^0
43739830|*Nutritional Status|D009752|1575|MH|RtM via: Endurance|TI|MM|586^7^0
43739830|*Government|D006076|1353|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM|744^10^0
43739830|*Ethnic Groups|D005006|1032|MH|RtM via: Dutch Population|TI|MM|910^5^0;729^5^0;414^5^0;21^5^0
43739830|*Policy|D057766|1026|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|787^6^0
43739830|*Attitudes|D001290|969|ET|Entry Term Replacement for "Attitude";RtM via: Attitude;Forced Non-Leaf Node Lookup:attitudes|TI|MM|1355^9^0
