41998951|Animals|D000818|394810|CT|Leafhopper;CT Treecode Lookup: B01.050.500.131 (Leafhopper);Insect;CT Treecode Lookup: B01.050.500.131 (Insect)||MM;RC
41998673|potassium phosphite|C056591|8633|NM|RtM via: potassium phosphite;Forced SCR Leaf Node Lookup:potassium phosphite|TI|MM|512^19^0;21^19^0
41998673|*Fruit|D005638|4373|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|986^5^0
41998673|*Color|D003116|2861|MH|Forced Leaf Node Lookup:colours|TI|MM|957^6^0
41998673|*Dehydration|D003681|2861|MH|Forced Leaf Node Lookup:dehydration|TI|MM|1053^11^0
41998673|*Ink|D007281|2861|MH|Forced Leaf Node Lookup:ink|TI|MM|172^3^0;1040^3^0
41998673|*Phosphites|D017905|8632|HM|RtM via: potassium phosphite|TI|MM|512^19^0;21^19^0
41998673|*Potassium Compounds|D017680|6064|HM|RtM via: potassium phosphite|TI|MM|512^19^0;21^19^0
41998673|*Plant Leaves|D018515|4236|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|971^6^0
41998673|*Nuts|D009754|3162|MH|RtM via: Walnut Nut;RtM via: Chestnut, Dietary|TI|MM|836^6^0;605^6^0;819^8^0;586^8^0;67^8^0
41998673|*Xylem|D052584|2613|MH|RtM via: Xylem;Forced Non-Leaf Node Lookup:xylems|TI|MM|126^5^0
41998673|*Severity, Disease|D012720|54|ET|Entry Term Replacement for "Severity of Illness Index";RtM via: Severity of illness;Forced Non-Leaf Node Lookup:disease severity|TI|MM|494^16^0
23721737|Humans|D006801|95896|CT|Caco-2 Cells;CT Treecode Lookup: A11.251.210.190.160 (Caco-2 Cells);Caco-2 Cells;CT Treecode Lookup: A11.251.860.180.160 (Caco-2 Cells);Caco-2 Cells;CT Treecode Lookup: A11.436.140 (Caco-2 Cells)||RC
23721737|*Trees|D014197|44292|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|1152^4^0;1200^5^0;946^5^0;526^4^0;331^5^0;577^4^0;650^4^0
23721737|*Prunus persica|D000068239|34761|MH|RtM via: Prunus persica;RtM via: Peach;Forced Leaf Node Lookup:peach trees;checkForceMH Boosted|TI|MM|604^10^0;86^5^0
23721737|*Spores, Fungal|D013172|30162|MH|RtM via: Conidia;Forced Leaf Node Lookup:conidia;checkForceMH Boosted|TI|MM|783^7^0
23721737|*Fruit|D005638|29775|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|1554^6^0;545^5^0;567^5^0
23721737|*Incidence|D015994|16119|MH|RtM via: Incidence;Forced Leaf Node Lookup:incidences|TI|MM|994^9^0;1048^9^0;1220^9^0;1314^9^0
23721737|Monilinia fructicola|C000684316|14422|NM|Forced New Lookup:monilinia fructicola|TI|MM|42^20^0
23721737|Brazil|D001938|14421|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM|1660^6^0;447^6^0;103^6^0
23721737|Caco-2 Cells|D018938|94896|MH|||RC
23721737|Intestinal Absorption|D007408|62816|MH|||RC
23721737|*Flowers|D035264|723|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:blossoms;Forced Non-Leaf Node Lookup:flowers|TI|MM|1497^7^0;1391^7^0;1007^7^0;897^7^0;487^7^0;295^7^0;1061^7^0;514^7^0
23721737|*Weather|D014887|561|MH|RtM via: Weather;Forced Non-Leaf Node Lookup:weather|TI|MM|824^7^0
41998045|*Phaseolus|D027805|11851|MH|RtM via: Kidney Bean (Dietary);RtM via: Phaseolus vulgaris;Forced Leaf Node Lookup:phaseolus vulgaris;checkForceMH Boosted|TI|MM|118^18^0
41998045|*Sodium Dodecyl Sulfate|D012967|7522|MH|Forced Leaf Node Lookup:sodium dodecyl sulfate;checkForceMH Boosted|TI|MM|205^22^0
41998045|*Isoenzymes|D007527|4763|MH|RtM via: Isoenzymes;Forced Leaf Node Lookup:isoenzymes|TI|MM|1425^10^0;982^10^0;802^10^0
41998045|*Ozone|D010126|4613|MH|RtM via: ozone;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ozone|TI|MM|183^5^0
41998045|*Fumigation|D005651|4247|MH|RtM via: Fumigation;Forced Leaf Node Lookup:fumigations|TI|MM|1585^10^0;1312^10^0;1034^10^0;724^10^0;193^10^0
41998045|*Plant Cells|D059828|3761|MH|Forced Leaf Node Lookup:plant cells|TI|MM|1663^11^0
41998045|superoxide dismutase 2|C431683|43366|NM|RtM via: SOD2 protein, human|TI|MM|649^5^0
41998045|*Mn-SOD|D013482|43365|ET|Entry Term Replacement for "Superoxide Dismutase";RtM via: Manganese Superoxide Dismutase;RtM via: SOD2 protein, human;RtM via: superoxide dismutase;Forced Non-Leaf Node Lookup:superoxide dismutase|TI|MM;RC|649^5^0;59^21^0;597^3^0;978^3^0;1471^3^0;1546^3^0
41998045|*Oxidation-Reduction|D010084|10485|MH|RtM via: manganese superoxide dismutase activity|TI|MM;RC|1148^14^0;753^14^0
41998045|*Antioxidants|D000975|7314|MH|RtM via: manganese superoxide dismutase activity|TI|MM;RC|1148^14^0;753^14^0
41998045|*Oxidative Stress|D018384|4035|MH|RtM via: Oxidative Stress;Forced Non-Leaf Node Lookup:oxidative stress|TI|MM|1680^16^0
41998045|*SDS PAGE|D004591|2007|ET|Entry Term Replacement for "Electrophoresis, Polyacrylamide Gel";RtM via: SDS-PAGE;Forced Non-Leaf Node Lookup:polyacrylamide gel electrophoresis;Forced Non-Leaf Node Lookup:sds-page|TI|MM;RC|264^8^0;205^57^0;228^34^0
41998045|*Plant Leaves|D018515|957|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM|300^4^0
41998045|*Polypeptide|D010455|591|ET|Entry Term Replacement for "Peptides";RtM via: Polypeptides;Forced Non-Leaf Node Lookup:polypeptides|TI|MM|370^11^0;489^11^0
24579147|*Digitaria|D031746|200573|MH|RtM via: Digitaria horizontalis;Forced Leaf Node Lookup:digitarias;checkForceMH Boosted|TI|MM|373^22^0;1079^9^0
24579147|*Zea mays|D003313|199823|MH|RtM via: Maize;RtM via: Zea mays;Forced Leaf Node Lookup:maize;checkForceMH Boosted|TI|MM|1308^3^0;995^3^0;1061^5^0;494^3^0;560^5^0;21^5^0;119^5^0
24579147|Pantoea ananatis|C000641871|199164|NM|RtM via: Pantoea ananatis;Forced New Lookup:pantoea ananatis|TI|MM|54^16^0
24579147|*Ice|D007053|197948|MH|Forced Leaf Node Lookup:ice;checkForceMH Boosted|TI|MM|766^3^0
24579147|*Ribitol|D012255|197948|MH|RtM via: Ribitol;Forced Leaf Node Lookup:adonitol;checkForceMH Boosted|TI|MM|735^8^0
24579147|*DNA, Ribosomal|D004275|99742|MH|RtM via: DNA, Ribosomal;checkForceMH Boosted|TI|MM|806^13^0
24579147|*Fermentation|D005285|99460|MH|RtM via: Fermentation;Forced Leaf Node Lookup:fermentations|TI|MM|744^12^0
24579147|Brazil|D001938|98977|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM|128^6^0
24579147|Pattern Recognition, Automated|D010363|437678|MH|||RC
24579147|Image Interpretation, Computer-Assisted|D007090|389506|MH|||RC
24579147|*Pantoea|D020636|199163|HM|RtM via: Pantoea ananatis|TI|MM|54^16^0
24579147|*DNA Sequencing|D017422|6660|ET|Entry Term Replacement for "Sequence Analysis, DNA";RtM via: Sequence Determinations, DNA;Forced Non-Leaf Node Lookup:dna sequencing|TI|MM|816^14^0
24579147|*Staining and Labeling|D013194|5274|MH|RtM via: Bacterial stain, routine;Forced Non-Leaf Node Lookup:stainings|TI|MM|694^13^0;699^8^0
24579147|*PCR|D016133|969|ET|Entry Term Replacement for "Polymerase Chain Reaction";RtM via: Polymerase Chain Reaction;Forced Non-Leaf Node Lookup:pcr|TI|MM|941^3^0
24579147|*Indoles|D007211|552|MH|RtM via: Indoles;RtM via: indole;Forced Non-Leaf Node Lookup:indoles|TI|MM|712^6^0
24579147|Nucleotides|D009711|1000|MH|Forced Non-Leaf Node Lookup:nucleotides||MM|916^10^0
24332030|*T-2 Toxin|D013605|36317|MH|RtM via: T-2 Toxin;Forced Leaf Node Lookup:t-2 toxin;checkForceMH Boosted|TI|MM|1645^9^0;1449^9^0;224^9^0
24332030|*Fusarium|D005670|36017|MH|RtM via: Fusarium chlamydosporum;Forced Leaf Node Lookup:fusariums;checkForceMH Boosted|TI|MM|318^23^0;1081^8^0;781^8^0;38^16^0
24332030|*Seedlings|D036226|35537|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM|554^9^0;706^9^0
24332030|*Germination|D018525|35342|MH|RtM via: Germination;Forced Lookup:seed germination;Forced Leaf Node Lookup:germinations|TI|MM|274^11^0;58^16^0;63^11^0
24332030|*Soybeans|D013025|35111|MH|RtM via: Soybeans;Forced Leaf Node Lookup:soybeans;checkForceMH Boosted|TI|MM|1669^7^0;1531^7^0;1104^7^0;818^7^0;546^7^0;248^7^0;942^7^0
24332030|*Fumonisins|D037341|33614|MH|Forced Leaf Node Lookup:fumonisins;checkForceMH Boosted|TI|MM|1028^9^0
24332030|*Hordeum|D001467|33614|MH|Forced Leaf Node Lookup:barley;checkForceMH Boosted|TI|MM|1548^6^0;1681^6^0;1710^6^0
24332030|*Peas|D018532|33614|MH|Forced Leaf Node Lookup:pea;checkForceMH Boosted|TI|MM|260^3^0;702^3^0;830^3^0;909^3^0;1133^3^0;1540^3^0;1702^3^0
24332030|Fusarium chlamydosporum|C000678086|16808|NM|Forced New Lookup:fusarium chlamydosporum|TI|MM|318^23^0
24332030|*Laboratories|D007753|16807|MH|Forced Leaf Node Lookup:laboratory|TI|MM|121^10^0
24332030|*Plant Development|D063245|16807|MH|Forced Leaf Node Lookup:plant developments|TI|MM|85^17^0
24332030|*Seeds|D012639|0|MH|Forced Lookup:seed germination|TI|MM|58^16^0
24332030|Nucleotidyltransferases|D009713|108557|MH|||RC
24332030|Nucleotides, Cyclic|D009712|83517|MH|||RC
24332030|*PCR|D016133|5898|ET|Entry Term Replacement for "Polymerase Chain Reaction";RtM via: Polymerase Chain Reaction;Forced Non-Leaf Node Lookup:pcr|TI|MM|1343^3^0;1152^3^0;1071^3^0
24332030|*Necrosis|D009336|1593|MH|RtM via: Necrosis;Forced Non-Leaf Node Lookup:necrosis|TI|MM|806^8^0
41998049|*Phytoplasma|D045582|152158|MH|RtM via: Phytoplasma;RtM via: Candidatus Phytoplasma solani;Forced Leaf Node Lookup:phytoplasma;checkForceMH Boosted|TI|MM;RC|1559^12^0;1431^11^0;1269^12^0;1094^12^0;815^11^0;734^12^0;444^11^0;222^12^0;1230^19^0;1238^11^0
41998049|*Polymorphism, Restriction Fragment Length|D012150|59824|MH|RtM via: Restriction fragment length polymorphism;Forced Leaf Node Lookup:restriction fragment length polymorphisms;Forced Leaf Node Lookup:rflp|TI|MM;RC|897^4^0;21^40^0;63^4^0;524^4^0
41998049|*DNA, Ribosomal|D004275|47336|MH|RtM via: DNA, Ribosomal;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ribosomal dna|TI|MM;RC|1390^4^0;1206^4^0;105^13^0
41998049|*Convolvulus|D031254|46966|MH|RtM via: Convolvulus arvensis (plant);RtM via: Genus Convolvulus;Forced Leaf Node Lookup:field bindweeds;checkForceMH Boosted|TI|MM;RC|1640^14^0
41998049|*Taraxacum|D031205|45813|MH|RtM via: Taraxacum;RtM via: Taraxacum officinale;Forced Leaf Node Lookup:taraxacum officinale;Forced Leaf Node Lookup:dandelions;checkForceMH Boosted|TI|MM|1079^9^0;870^9^0;848^20^0
41998049|*Lycopersicon esculentum|D018551|40999|MH|RtM via: Lycopersicon esculentum;RtM via: Tomatoes;Forced Leaf Node Lookup:tomato;checkForceMH Boosted|TI|MM|1659^6^0
41998049|*Tobacco|D014026|35845|MH|RtM via: Nicotiana;RtM via: Nicotiana tabacum;Forced Leaf Node Lookup:tobaccos;checkForceMH Boosted|TI|MM|1294^7^0;1128^7^0
41998049|*Onions|D019697|33187|MH|RtM via: Allium cepa;RtM via: Onions;Forced Leaf Node Lookup:onions;checkForceMH Boosted|TI|MM|1633^5^0
41998049|*Broom|D029865|32648|ET|Entry Term Replacement for "Cytisus";RtM via: Cytisus;checkForceMH Boosted|TI|MM;RC|1461^4^0;999^5^0;577^5^0
41998049|*Apium|D000077102|31612|MH|RtM via: Apium graveolens var. dulce;Forced Leaf Node Lookup:celery;checkForceMH Boosted|TI|MM|1145^6^0
41998049|*Genome Size|D059646|30979|MH|RtM via: Genome Size;Forced Leaf Node Lookup:genome sizes|TI|MM|721^11^0;426^12^0
41998049|*Medicago sativa|D000455|28726|MH|RtM via: Alfalfa;Forced Leaf Node Lookup:alfalfa;checkForceMH Boosted|TI|MM|982^7^0
41998049|*Hydrangea|D031966|28585|MH|RtM via: Hydrangea;Forced Leaf Node Lookup:hydrangeas;checkForceMH Boosted|TI|MM|1622^9^0
41998049|*Dipsacaceae|D049917|28237|MH|RtM via: Knautia;Forced Leaf Node Lookup:knautias;checkForceMH Boosted|TI|MM|1414^7^0
41998049|*Cajanus|D036561|27718|MH|Forced Leaf Node Lookup:pigeon pea;checkForceMH Boosted|TI|MM|557^10^0
41998049|*Electrophoresis, Gel, Pulsed-Field|D016521|18356|MH|RtM via: Electrophoresis, Gel, Pulsed-Field;Forced Leaf Node Lookup:pulsed-field gel electrophoresis|TI|MM|156^32^0
41998049|*Pea|D018532|18221|ET|Entry Term Replacement for "Peas";RtM via: Peas - dietary;RtM via: Pisum sativum;checkForceMH Boosted|TI|MM|1461^4^0;564^3^0
41998049|Italy|D007558|14084|MH|RtM via: Italy;RtM via: Italians;Forced Leaf Node Lookup:italians|TI|MM|1354^5^0;410^5^0;302^5^0;974^7^0
41998049|*Incidence|D015994|13862|MH|RtM via: Incidence;Forced Leaf Node Lookup:incidences|TI|MM|388^9^0
41998049|*PCR|D016133|15612|ET|Entry Term Replacement for "Polymerase Chain Reaction";RtM via: Polymerase Chain Reaction;Forced Non-Leaf Node Lookup:pcr|TI|MM;RC|91^3^0
41998049|*Sequence Analysis|D017421|4287|MH|RtM via: Sequence Analysis;Forced Non-Leaf Node Lookup:sequence analysis|TI|MM|1361^17^0;70^17^0
41998049|*Chromosome|D002875|1326|ET|Entry Term Replacement for "Chromosomes";RtM via: Chromosomes;Forced Non-Leaf Node Lookup:chromosome|TI|MM|1503^10^0;123^10^0
41999043|Xanthomonas citri|C000638493|59125|NM|RtM via: Xanthomonas citri;Forced New Lookup:xanthomonas citri|TI|MM|1080^3^0;862^3^0;718^3^0;21^17^0
41999043|*Citrus|D002957|22866|MH|RtM via: Citrus plant;checkForceMH Boosted;Forced Non-Leaf Node Lookup:citrus|TI|MM;RC|72^6^0;150^6^0
41999043|*Citrus paradisi|D032083|14955|MH|RtM via: Citrus paradisi;RtM via: Grapefruit (food);Forced Leaf Node Lookup:grapefruits;checkForceMH Boosted|TI|MM|110^10^0
41999043|*Wind|D014919|5454|MH|RtM via: Environmental Wind;Forced Leaf Node Lookup:wind|TI|MM;RC|1229^4^0;985^4^0;896^4^0;463^4^0;355^4^0;247^4^0;1120^4^0
41999043|Florida|D005431|3732|MH|RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM|188^7^0
41999043|*Xanthomonas|D014974|59124|HM|RtM via: Xanthomonas citri|TI|MM;RC|1080^3^0;862^3^0;718^3^0;21^17^0
41999043|*Rain|D011891|1686|MH|RtM via: Rain;Forced Non-Leaf Node Lookup:rain|TI|MM;RC|1125^4^0;516^4^0;415^4^0;230^4^0
41999043|*Biological Phenomena|D001686|1464|MH|RtM via: Tissue Growth|TI|MM|179^5^0
41999043|*Regression Analysis|D012044|1026|MH|RtM via: Regression Analysis;Forced Non-Leaf Node Lookup:regression analysis|TI|MM|956^19^0
41998086|Animals|D000818|68343|CT|Parasites;CT Treecode Lookup: B01.050.500.714 (Parasites)||MM;RC
41998086|jasmonic acid|C011006|67343|NM|RtM via: jasmonic acid;Forced SCR Leaf Node Lookup:jasmonic acid|TI|MM|224^13^0;21^13^0
41998086|*Parasites|D010271|11857|MH|RtM via: Parasites;Forced Leaf Node Lookup:parasites;checkForceMH Boosted|TI|MM|138^8^0
41998086|Flecks|C061504|11579|NM|RtM via: Flecks;Forced SCR Leaf Node Lookup:flecks|TI|MM|1144^6^0;866^6^0
41998086|*Monoclonal Antibody|D000911|7169|ET|Entry Term Replacement for "Antibodies, Monoclonal";RtM via: Monoclonal Antibodies;RtM via: Monoclonal Antibody [EPC];checkForceMH Boosted;Forced Non-Leaf Node Lookup:monoclonal antibody|TI|MM;RC|192^19^0
41998086|Uromyces phaseoli|C000704379|5610|NM|Forced New Lookup:uromyces phaseoli|TI|MM|267^17^0
41998086|Kentucky|D007629|5609|MH|RtM via: Kentucky (geographic area);Forced Leaf Node Lookup:kentucky|TI|MM|1070^8^0;635^8^0
41998086|*Oxylipins|D054883|67342|HM|RtM via: jasmonic acid|TI|MM;RC|224^13^0;21^13^0
41998086|*Cyclopentanes|D003517|53698|HM|RtM via: jasmonic acid|TI|MM;RC|224^13^0;21^13^0
41998086|ethylene|C036216|18163|NM|RtM via: ethylene|TI|MM|54^8^0
41998086|*Ethylenes|D005030|18162|MH|RtM via: Ethylenes;RtM via: ethylene;Forced Non-Leaf Node Lookup:ethylenes|TI|MM;RC|54^8^0
41998086|*Zinc Phosphate Cement|D015036|11578|HM|RtM via: Flecks|TI|MM|1144^6^0;866^6^0
41998086|*Fungus|D005658|3627|ET|Entry Term Replacement for "Fungi";RtM via: Fungi;Forced Non-Leaf Node Lookup:fungus|TI|MM;RC|939^6^0
41998086|*ELISA|D004797|2883|ET|Entry Term Replacement for "Enzyme-Linked Immunosorbent Assay";RtM via: Enzyme-Linked Immunosorbent Assay;Forced Non-Leaf Node Lookup:elisa|TI|MM;RC|180^5^0
41998647|Female|D005260|496619|CT|Mothers;CT Treecode Lookup: F01.829.263.500.320.200 (Mothers);Mothers;CT Treecode Lookup: I01.880.853.150.500.340.270 (Mothers);Mothers;CT Treecode Lookup: M01.620.630 (Mothers)|TI|MM
41998647|Humans|D006801|1000|CT|Forced Humans:D Mothers||MM
41998647|Grapevine leafroll-associated virus 1|C000623979|495619|NM|RtM via: Grapevine leafroll-associated virus 1;Forced SCR Leaf Node Lookup:grapevine leafroll-associated virus 1|TI|MM|193^37^0
41998647|*Closterovirus|D017790|105738|MH|RtM via: Closterovirus;Forced Leaf Node Lookup:closterovirus;checkForceMH Boosted|TI|MM;RC|114^13^0
41998647|*Phylogeny|D010802|73218|MH|RtM via: Phylogenetic Trees;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogenetic trees|TI|MM;RC|1056^18^0
41998647|*Ficus|D030681|53106|MH|Forced Leaf Node Lookup:ficus;checkForceMH Boosted|TI|MM|415^5^0
41998647|*Amino Acid Sequence|D000595|36690|MH|RtM via: Amino Acid Sequence;Forced Leaf Node Lookup:amino acid sequences|TI|MM;RC|822^19^0
41998647|*Heat Shock Protein 70|D018840|27240|ET|Entry Term Replacement for "HSP70 Heat-Shock Proteins";RtM via: Heat-Shock Proteins 70;checkForceMH Boosted;Forced Non-Leaf Node Lookup:heat shock protein 70|TI|MM;RC|621^21^0
41998647|*Antisera|D007106|26967|ET|Entry Term Replacement for "Immune Sera";RtM via: Immune Sera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:antisera|TI|MM|181^8^0
41998647|Cyprus|D003535|26814|MH|RtM via: Cyprus;Forced Leaf Node Lookup:cyprus|TI|MM|61^6^0
41998647|Greece|D006115|26811|MH|RtM via: Greeks;Forced Leaf Node Lookup:greeks|TI|MM|1001^5^0
41998647|*Mothers|D009035|26673|MH|RtM via: Mother (person);Forced Leaf Node Lookup:mothers|TI|MM|540^6^0
41998647|*Ampelovirus|D029381|495618|ET|Entry Term Replacement for "Closteroviridae";RtM via: Grapevine leafroll-associated virus 1;RtM via: Ampelovirus;RtM via: Closteroviridae;Forced Non-Leaf Node Lookup:ampelovirus|TI|MM;RC|193^37^0;1408^11^0
41998647|*Viral Genome|D016679|46746|ET|Entry Term Replacement for "Genome, Viral";RtM via: Viral Genome;Forced Non-Leaf Node Lookup:viral genomes|TI|MM;RC|586^12^0
41998647|*Base Sequence|D001483|15636|MH|RtM via: Base Sequence;RtM via: RNA Sequence|TI|MM;RC|766^9^0
41998647|*Viruses, Unclassified|D014713|14802|MH|RtM via: AS virus|TI|MM|255^5^0
41998647|*Virus Particles|D014771|4866|ET|Entry Term Replacement for "Virion";RtM via: Virion;Forced Non-Leaf Node Lookup:virus particles|TI|MM|133^15^0
41998647|*PCR|D016133|2253|ET|Entry Term Replacement for "Polymerase Chain Reaction";RtM via: Polymerase Chain Reaction;Forced Non-Leaf Node Lookup:pcr|TI|MM|1468^3^0
41998332|*Xanthomonas|D014974|78247|MH|RtM via: Xanthomonas;checkForceMH Boosted;Forced Non-Leaf Node Lookup:xanthomonas|TI|MM;RC|816^11^0;35^11^0
41998332|*Fragaria|D031985|30344|MH|RtM via: Fragaria x ananassa;RtM via: Strawberries;Forced Leaf Node Lookup:strawberry;checkForceMH Boosted|TI|MM;RC|639^10^0
41998332|*Integrons|D032023|14705|MH|RtM via: Integrons;Forced Leaf Node Lookup:integrons|TI|MM;RC|764^9^0;714^8^0;156^8^0
41998332|*Plants|D010944|5937|MH|RtM via: Host plants|TI|MM;RC|533^10^0
41998332|*Genomics|D023281|5901|MH|RtM via: Genomics;Forced Non-Leaf Node Lookup:genomics|TI|MM;RC|547^7^0;235^7^0
41998332|*PCR|D016133|4668|ET|Entry Term Replacement for "Polymerase Chain Reaction";RtM via: Polymerase Chain Reaction;Forced Non-Leaf Node Lookup:pcr|TI|MM;RC|586^3^0;231^3^0
41998332|*Repetitive Sequence|D012091|2490|ET|Entry Term Replacement for "Repetitive Sequences, Nucleic Acid";RtM via: Repetitive Region|TI|MM|211^19^0
23721521|Humans|D006801|1000|CT|Forced Humans:D Disabled Children||MM
23721521|*Hordeum|D001467|47186|MH|RtM via: Barley (Dietary);RtM via: Hordeum;RtM via: Hordeum vulgare;Forced Leaf Node Lookup:barley;checkForceMH Boosted|TI|MM|1047^6^0;298^6^0;112^6^0
23721521|*Proteome|D020543|43160|MH|Forced Leaf Node Lookup:proteomes;checkForceMH Boosted|TI|MM|415^8^0
23721521|*Proteinase|D010447|24826|ET|Entry Term Replacement for "Peptide Hydrolases";RtM via: Peptide Hydrolases;checkForceMH Boosted;Forced Non-Leaf Node Lookup:proteinases|TI|MM|661^10^0
23721521|*Plant Proteins|D010940|23545|MH|RtM via: Plant Proteins;checkForceMH Boosted|TI|MM|914^5^1;939^8^1
23721521|*Proteomics|D040901|23170|MH|RtM via: Proteomics;Forced Lookup:proteomic|TI|MM|245^10^0
23721521|*Transport Proteins|D002352|22825|ET|Entry Term Replacement for "Carrier Proteins";RtM via: Carrier Proteins;checkForceMH Boosted;Forced Non-Leaf Node Lookup:transport proteins|TI|MM|707^18^0
23721521|*Disease Resistance|D060467|22780|MH|RtM via: Disease Resistance;Forced Leaf Node Lookup:disease resistances|TI|MM|920^18^0
23721521|Bipolaris sorokiniana|C000663656|21581|NM|Forced New Lookup:cochliobolus sativus|TI|MM|60^20^0
23721521|*Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization|D019032|21580|MH|Forced Leaf Node Lookup:maldi|TI|MM|501^5^0
23721521|Disabled Children|D019988|100037|MH|||RC
23721521|Disability Evaluation|D004185|82283|MH|||RC
23721521|*Fungus|D005658|912|ET|Entry Term Replacement for "Fungi";RtM via: Fungi;Forced Non-Leaf Node Lookup:fungus|TI|MM|53^6^0
23721521|Digestion|D004063|1000|MH|Forced Non-Leaf Node Lookup:digestion||MM|490^9^0
41998784|*Random Amplified Polymorphic DNA Technique|D019105|5729|MH|Forced Lookup:rapd|TI|MM;RC|626^4^0
41998784|*Solanum tuberosum|D011198|4954|MH|RtM via: Potato;RtM via: Solanum tuberosum;Forced Leaf Node Lookup:potato;checkForceMH Boosted|TI|MM|382^6^0
41998784|*Dianthus|D029749|3886|MH|RtM via: Carnation;Forced Leaf Node Lookup:carnations;checkForceMH Boosted|TI|MM|457^9^0
41998784|*Phoma|D000084723|3631|MH|RtM via: Genus Phoma;Forced New Lookup:phoma;checkForceMH Boosted|TI|MM|431^5^0
41998784|*Agar|D000362|3550|MH|RtM via: agar;Forced Leaf Node Lookup:agar;checkForceMH Boosted|TI|MM|398^4^0;472^4^0
41998784|Phaeomoniella chlamydospora|C000677980|1653|NM|Forced New Lookup:phaeomoniella chlamydospora|TI|MM|62^27^0
41998784|*Simple Sequence Repeat|D018895|13209|ET|Entry Term Replacement for "Microsatellite Repeats";RtM via: Short Tandem Repeat;Forced Non-Leaf Node Lookup:simple sequence repeats|TI|MM;RC|555^22^0
41998784|*Markers, DNA|D005819|7761|ET|Entry Term Replacement for "Genetic Markers";RtM via: Markers, DNA|TI|MM;RC|621^3^1;632^7^1
41998784|*Ascomycota|D001203|3801|MH|RtM via: Phaeomoniella chlamydospora|TI|MM;RC|62^27^0
41998784|*Geography|D005843|2169|MH|RtM via: Geography|TI|MM;RC|767^12^0
41998784|*Plant Leaves|D018515|1404|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM;RC|467^4^0
41998784|Glucose|D005947|1000|MH|Forced Non-Leaf Node Lookup:dextrose||MM|389^8^0
41998784|DNA|D004247|1000|MH|Forced Non-Leaf Node Lookup:dna||MM|621^3^0
41997926|*European Union|D005062|3806|MH|RtM via: European Union;Forced Leaf Node Lookup:european union|TI|MM|178^14^0
41997926|*Soybeans|D013025|3088|MH|RtM via: Soybeans;Forced Leaf Node Lookup:soybeans;checkForceMH Boosted|TI|MM|3239^4^0;2040^4^0;1635^4^0;1278^7^0;68^7^0
41997926|Spain|D013030|2648|MH|RtM via: Spain;Forced Leaf Node Lookup:spain|TI|MM|973^5^0;212^5^0
41997926|*Pseudomonas syringae|D044224|2389|MH|RtM via: Pseudomonas syringae;Forced Leaf Node Lookup:pseudomonas syringae;checkForceMH Boosted|TI|MM|1651^20^0;86^20^0
41997926|*Dal-E|D024505|1787|ET|Entry Term Replacement for "Tocopherols";RtM via: Dal-E;checkForceMH Boosted|TI|MM|1919^1^1;1970^3^1
41997926|Italy|D007558|4800|MH|RtM via: Italy;Forced Non-Leaf Node Lookup:italy|TI|MM;RC|575^5^0;441^5^0;194^5^0;714^5^0
41997926|France|D005602|3354|MH|RtM via: France;Forced Non-Leaf Node Lookup:france|TI|MM|727^6^0;451^6^0;201^6^0
41997926|*Fabaceae|D007887|945|MH|RtM via: Glycine max|TI|MM|1278^7^0;68^7^0
41997926|*Seed|D012639|852|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM|1418^4^0;1175^4^0;1000^4^0;684^4^0;489^4^0;432^4^0;593^4^0;782^4^0;1480^4^0
41997926|*Weather|D014887|579|MH|RtM via: Weather;Forced Non-Leaf Node Lookup:weather|TI|MM|219^7^0
41997878|*Tombusvirus|D017864|4643|MH|RtM via: Tombusvirus;Forced Leaf Node Lookup:tombusvirus;checkForceMH Boosted|TI|MM|2652^11^0;1449^11^0;1170^13^0
41997878|*Tombusviridae|D019183|4195|MH|RtM via: Pothos latent virus;RtM via: Tombusviridae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:tombusviridae|TI|MM|80^19^0;2751^13^0;1262^13^0
41997878|*Nuclear Envelope|D009685|3841|MH|RtM via: Nuclear Envelope;Forced Leaf Node Lookup:nuclear envelopes|TI|MM|509^16^0
